date,close
6/03/2014,1877.030029
7/03/2014,1878.040039
10/03/2014,1877.170044
11/03/2014,1867.630005
12/03/2014,1868.199951
13/03/2014,1846.339966
14/03/2014,1841.130005
17/03/2014,1858.829956
18/03/2014,1872.25
19/03/2014,1860.77002
20/03/2014,1872.01001
21/03/2014,1866.52002
24/03/2014,1857.439941
25/03/2014,1865.619995
26/03/2014,1852.560059
27/03/2014,1849.040039
28/03/2014,1857.619995
31/03/2014,1872.339966
1/04/2014,1885.52002
2/04/2014,1890.900024
3/04/2014,1888.77002
4/04/2014,1865.089966
7/04/2014,1845.040039
8/04/2014,1851.959961
9/04/2014,1872.180054
10/04/2014,1833.079956
11/04/2014,1815.689941
14/04/2014,1830.609985
15/04/2014,1842.97998
16/04/2014,1862.310059
17/04/2014,1864.849976
21/04/2014,1871.890015
22/04/2014,1879.550049
23/04/2014,1875.390015
24/04/2014,1878.609985
25/04/2014,1863.400024
28/04/2014,1869.430054
29/04/2014,1878.329956
30/04/2014,1883.949951
1/05/2014,1883.680054
2/05/2014,1881.140015
5/05/2014,1884.660034
6/05/2014,1867.719971
7/05/2014,1878.209961
8/05/2014,1875.630005
9/05/2014,1878.47998
12/05/2014,1896.650024
13/05/2014,1897.449951
14/05/2014,1888.530029
15/05/2014,1870.849976
16/05/2014,1877.859985
19/05/2014,1885.079956
20/05/2014,1872.829956
21/05/2014,1888.030029
22/05/2014,1892.48999
23/05/2014,1900.530029
27/05/2014,1911.910034
28/05/2014,1909.780029
29/05/2014,1920.030029
30/05/2014,1923.569946
2/06/2014,1924.969971
3/06/2014,1924.23999
4/06/2014,1927.880005
5/06/2014,1940.459961
6/06/2014,1949.439941
9/06/2014,1951.27002
10/06/2014,1950.790039
11/06/2014,1943.890015
12/06/2014,1930.109985
13/06/2014,1936.160034
16/06/2014,1937.780029
17/06/2014,1941.98999
18/06/2014,1956.97998
19/06/2014,1959.47998
20/06/2014,1962.869995
23/06/2014,1962.609985
24/06/2014,1949.97998
25/06/2014,1959.530029
26/06/2014,1957.219971
27/06/2014,1960.959961
30/06/2014,1960.22998
1/07/2014,1973.319946
2/07/2014,1974.619995
3/07/2014,1985.439941
7/07/2014,1977.650024
8/07/2014,1963.709961
9/07/2014,1972.829956
10/07/2014,1964.680054
11/07/2014,1967.569946
14/07/2014,1977.099976
15/07/2014,1973.280029
16/07/2014,1981.569946
17/07/2014,1958.119995
18/07/2014,1978.219971
21/07/2014,1973.630005
22/07/2014,1983.530029
23/07/2014,1987.01001
24/07/2014,1987.97998
25/07/2014,1978.339966
28/07/2014,1978.910034
29/07/2014,1969.949951
30/07/2014,1970.069946
31/07/2014,1930.670044
1/08/2014,1925.150024
4/08/2014,1938.98999
5/08/2014,1920.209961
6/08/2014,1920.23999
7/08/2014,1909.569946
8/08/2014,1931.589966
11/08/2014,1936.920044
12/08/2014,1933.75
13/08/2014,1946.719971
14/08/2014,1955.180054
15/08/2014,1955.060059
18/08/2014,1971.73999
19/08/2014,1981.599976
20/08/2014,1986.51001
21/08/2014,1992.369995
22/08/2014,1988.400024
25/08/2014,1997.920044
26/08/2014,2000.02002
27/08/2014,2000.119995
28/08/2014,1996.73999
29/08/2014,2003.369995
2/09/2014,2002.280029
3/09/2014,2000.719971
4/09/2014,1997.650024
5/09/2014,2007.709961
8/09/2014,2001.540039
9/09/2014,1988.439941
10/09/2014,1995.689941
11/09/2014,1997.449951
12/09/2014,1985.540039
15/09/2014,1984.130005
16/09/2014,1998.97998
17/09/2014,2001.569946
18/09/2014,2011.359985
19/09/2014,2010.400024
22/09/2014,1994.290039
23/09/2014,1982.77002
24/09/2014,1998.300049
25/09/2014,1965.98999
26/09/2014,1982.849976
29/09/2014,1977.800049
30/09/2014,1972.290039
1/10/2014,1946.160034
2/10/2014,1946.170044
3/10/2014,1967.900024
6/10/2014,1964.819946
7/10/2014,1935.099976
8/10/2014,1968.890015
9/10/2014,1928.209961
10/10/2014,1906.130005
13/10/2014,1874.73999
14/10/2014,1877.699951
15/10/2014,1862.48999
16/10/2014,1862.76001
17/10/2014,1886.76001
20/10/2014,1904.01001
21/10/2014,1941.280029
22/10/2014,1927.109985
23/10/2014,1950.819946
24/10/2014,1964.579956
27/10/2014,1961.630005
28/10/2014,1985.050049
29/10/2014,1982.300049
30/10/2014,1994.650024
31/10/2014,2018.050049
3/11/2014,2017.810059
4/11/2014,2012.099976
5/11/2014,2023.569946
6/11/2014,2031.209961
7/11/2014,2031.920044
10/11/2014,2038.26001
11/11/2014,2039.680054
12/11/2014,2038.25
13/11/2014,2039.329956
14/11/2014,2039.819946
17/11/2014,2041.319946
18/11/2014,2051.800049
19/11/2014,2048.719971
20/11/2014,2052.75
21/11/2014,2063.5
24/11/2014,2069.409912
25/11/2014,2067.030029
26/11/2014,2072.830078
28/11/2014,2067.560059
1/12/2014,2053.439941
2/12/2014,2066.550049
3/12/2014,2074.330078
4/12/2014,2071.919922
5/12/2014,2075.370117
8/12/2014,2060.310059
9/12/2014,2059.820068
10/12/2014,2026.140015
11/12/2014,2035.329956
12/12/2014,2002.329956
15/12/2014,1989.630005
16/12/2014,1972.73999
17/12/2014,2012.890015
18/12/2014,2061.22998
19/12/2014,2070.649902
22/12/2014,2078.540039
23/12/2014,2082.169922
24/12/2014,2081.879883
26/12/2014,2088.77002
29/12/2014,2090.570068
30/12/2014,2080.350098
31/12/2014,2058.899902
2/01/2015,2058.199951
5/01/2015,2020.579956
6/01/2015,2002.609985
7/01/2015,2025.900024
8/01/2015,2062.139893
9/01/2015,2044.810059
12/01/2015,2028.26001
13/01/2015,2023.030029
14/01/2015,2011.27002
15/01/2015,1992.670044
16/01/2015,2019.420044
20/01/2015,2022.550049
21/01/2015,2032.119995
22/01/2015,2063.149902
23/01/2015,2051.820068
26/01/2015,2057.090088
27/01/2015,2029.550049
28/01/2015,2002.160034
29/01/2015,2021.25
30/01/2015,1994.98999
2/02/2015,2020.849976
3/02/2015,2050.030029
4/02/2015,2041.51001
5/02/2015,2062.52002
6/02/2015,2055.469971
9/02/2015,2046.73999
10/02/2015,2068.590088
11/02/2015,2068.530029
12/02/2015,2088.47998
13/02/2015,2096.98999
17/02/2015,2100.340088
18/02/2015,2099.679932
19/02/2015,2097.449951
20/02/2015,2110.300049
23/02/2015,2109.659912
24/02/2015,2115.47998
25/02/2015,2113.860107
26/02/2015,2110.73999
27/02/2015,2104.5
2/03/2015,2117.389893
3/03/2015,2107.780029
4/03/2015,2098.530029
5/03/2015,2101.040039
6/03/2015,2071.26001
9/03/2015,2079.429932
10/03/2015,2044.160034
11/03/2015,2040.23999
12/03/2015,2065.949951
13/03/2015,2053.399902
16/03/2015,2081.189941
17/03/2015,2074.280029
18/03/2015,2099.5
19/03/2015,2089.27002
20/03/2015,2108.100098
23/03/2015,2104.419922
24/03/2015,2091.5
25/03/2015,2061.050049
26/03/2015,2056.149902
27/03/2015,2061.02002
30/03/2015,2086.23999
31/03/2015,2067.889893
1/04/2015,2059.689941
2/04/2015,2066.959961
6/04/2015,2080.620117
7/04/2015,2076.330078
8/04/2015,2081.899902
9/04/2015,2091.179932
10/04/2015,2102.060059
13/04/2015,2092.429932
14/04/2015,2095.840088
15/04/2015,2106.629883
16/04/2015,2104.98999
17/04/2015,2081.179932
20/04/2015,2100.399902
21/04/2015,2097.290039
22/04/2015,2107.959961
23/04/2015,2112.929932
24/04/2015,2117.689941
27/04/2015,2108.919922
28/04/2015,2114.76001
29/04/2015,2106.850098
30/04/2015,2085.51001
1/05/2015,2108.290039
4/05/2015,2114.48999
5/05/2015,2089.459961
6/05/2015,2080.149902
7/05/2015,2088
8/05/2015,2116.100098
11/05/2015,2105.330078
12/05/2015,2099.120117
13/05/2015,2098.47998
14/05/2015,2121.100098
15/05/2015,2122.72998
18/05/2015,2129.199951
19/05/2015,2127.830078
20/05/2015,2125.850098
21/05/2015,2130.820068
22/05/2015,2126.060059
26/05/2015,2104.199951
27/05/2015,2123.47998
28/05/2015,2120.790039
29/05/2015,2107.389893
1/06/2015,2111.72998
2/06/2015,2109.600098
3/06/2015,2114.070068
4/06/2015,2095.840088
5/06/2015,2092.830078
8/06/2015,2079.280029
9/06/2015,2080.149902
10/06/2015,2105.199951
11/06/2015,2108.860107
12/06/2015,2094.110107
15/06/2015,2084.429932
16/06/2015,2096.290039
17/06/2015,2100.439941
18/06/2015,2121.23999
19/06/2015,2109.98999
22/06/2015,2122.850098
23/06/2015,2124.199951
24/06/2015,2108.580078
25/06/2015,2102.310059
26/06/2015,2101.48999
29/06/2015,2057.639893
30/06/2015,2063.110107
1/07/2015,2077.419922
2/07/2015,2076.780029
6/07/2015,2068.76001
7/07/2015,2081.340088
8/07/2015,2046.680054
9/07/2015,2051.310059
10/07/2015,2076.620117
13/07/2015,2099.600098
14/07/2015,2108.949951
15/07/2015,2107.399902
16/07/2015,2124.290039
17/07/2015,2126.639893
20/07/2015,2128.280029
21/07/2015,2119.209961
22/07/2015,2114.149902
23/07/2015,2102.149902
24/07/2015,2079.649902
27/07/2015,2067.639893
28/07/2015,2093.25
29/07/2015,2108.570068
30/07/2015,2108.629883
31/07/2015,2103.840088
3/08/2015,2098.040039
4/08/2015,2093.320068
5/08/2015,2099.840088
6/08/2015,2083.560059
7/08/2015,2077.570068
10/08/2015,2104.179932
11/08/2015,2084.070068
12/08/2015,2086.050049
13/08/2015,2083.389893
14/08/2015,2091.540039
17/08/2015,2102.439941
18/08/2015,2096.919922
19/08/2015,2079.610107
20/08/2015,2035.72998
21/08/2015,1970.890015
24/08/2015,1893.209961
25/08/2015,1867.609985
26/08/2015,1940.51001
27/08/2015,1987.660034
28/08/2015,1988.869995
31/08/2015,1972.180054
1/09/2015,1913.849976
2/09/2015,1948.859985
3/09/2015,1951.130005
4/09/2015,1921.219971
8/09/2015,1969.410034
9/09/2015,1942.040039
10/09/2015,1952.290039
11/09/2015,1961.050049
14/09/2015,1953.030029
15/09/2015,1978.089966
16/09/2015,1995.310059
17/09/2015,1990.199951
18/09/2015,1958.030029
21/09/2015,1966.969971
22/09/2015,1942.73999
23/09/2015,1938.76001
24/09/2015,1932.23999
25/09/2015,1931.339966
28/09/2015,1881.77002
29/09/2015,1884.089966
30/09/2015,1920.030029
1/10/2015,1923.819946
2/10/2015,1951.359985
5/10/2015,1987.050049
6/10/2015,1979.920044
7/10/2015,1995.829956
8/10/2015,2013.430054
9/10/2015,2014.890015
12/10/2015,2017.459961
13/10/2015,2003.689941
14/10/2015,1994.23999
15/10/2015,2023.859985
16/10/2015,2033.109985
19/10/2015,2033.660034
20/10/2015,2030.77002
21/10/2015,2018.939941
22/10/2015,2052.51001
23/10/2015,2075.149902
26/10/2015,2071.179932
27/10/2015,2065.889893
28/10/2015,2090.350098
29/10/2015,2089.409912
30/10/2015,2079.360107
2/11/2015,2104.050049
3/11/2015,2109.790039
4/11/2015,2102.310059
5/11/2015,2099.929932
6/11/2015,2099.199951
9/11/2015,2078.580078
10/11/2015,2081.719971
11/11/2015,2075
12/11/2015,2045.969971
13/11/2015,2023.040039
16/11/2015,2053.189941
17/11/2015,2050.439941
18/11/2015,2083.580078
19/11/2015,2081.23999
20/11/2015,2089.169922
23/11/2015,2086.590088
24/11/2015,2089.139893
25/11/2015,2088.870117
27/11/2015,2090.110107
30/11/2015,2080.409912
1/12/2015,2102.629883
2/12/2015,2079.51001
3/12/2015,2049.620117
4/12/2015,2091.689941
7/12/2015,2077.070068
8/12/2015,2063.590088
9/12/2015,2047.619995
10/12/2015,2052.22998
11/12/2015,2012.369995
14/12/2015,2021.939941
15/12/2015,2043.410034
16/12/2015,2073.070068
17/12/2015,2041.890015
18/12/2015,2005.550049
21/12/2015,2021.150024
22/12/2015,2038.969971
23/12/2015,2064.290039
24/12/2015,2060.98999
28/12/2015,2056.5
29/12/2015,2078.360107
30/12/2015,2063.360107
31/12/2015,2043.939941
4/01/2016,2012.660034
5/01/2016,2016.709961
6/01/2016,1990.26001
7/01/2016,1943.089966
8/01/2016,1922.030029
11/01/2016,1923.670044
12/01/2016,1938.680054
13/01/2016,1890.280029
14/01/2016,1921.839966
15/01/2016,1880.329956
19/01/2016,1881.329956
20/01/2016,1859.329956
21/01/2016,1868.98999
22/01/2016,1906.900024
25/01/2016,1877.079956
26/01/2016,1903.630005
27/01/2016,1882.949951
28/01/2016,1893.359985
29/01/2016,1940.23999
1/02/2016,1939.380005
2/02/2016,1903.030029
3/02/2016,1912.530029
4/02/2016,1915.449951
5/02/2016,1880.050049
8/02/2016,1853.439941
9/02/2016,1852.209961
10/02/2016,1851.859985
11/02/2016,1829.079956
12/02/2016,1864.780029
16/02/2016,1895.579956
17/02/2016,1926.819946
18/02/2016,1917.829956
19/02/2016,1917.780029
22/02/2016,1945.5
23/02/2016,1921.27002
24/02/2016,1929.800049
25/02/2016,1951.699951
26/02/2016,1948.050049
29/02/2016,1932.22998
1/03/2016,1978.349976
2/03/2016,1986.449951
3/03/2016,1993.400024
4/03/2016,1999.98999
7/03/2016,2001.76001
8/03/2016,1979.26001
9/03/2016,1989.26001
10/03/2016,1989.569946
11/03/2016,2022.189941
14/03/2016,2019.640015
15/03/2016,2015.930054
16/03/2016,2027.219971
17/03/2016,2040.589966
18/03/2016,2049.580078
21/03/2016,2051.600098
22/03/2016,2049.800049
23/03/2016,2036.709961
24/03/2016,2035.939941
28/03/2016,2037.050049
29/03/2016,2055.01001
30/03/2016,2063.949951
31/03/2016,2059.73999
1/04/2016,2072.780029
4/04/2016,2066.129883
5/04/2016,2045.170044
6/04/2016,2066.659912
7/04/2016,2041.910034
8/04/2016,2047.599976
11/04/2016,2041.98999
12/04/2016,2061.719971
13/04/2016,2082.419922
14/04/2016,2082.780029
15/04/2016,2080.72998
18/04/2016,2094.340088
19/04/2016,2100.800049
20/04/2016,2102.399902
21/04/2016,2091.47998
22/04/2016,2091.580078
25/04/2016,2087.790039
26/04/2016,2091.699951
27/04/2016,2095.149902
28/04/2016,2075.810059
29/04/2016,2065.300049
2/05/2016,2081.429932
3/05/2016,2063.370117
4/05/2016,2051.120117
5/05/2016,2050.629883
6/05/2016,2057.139893
9/05/2016,2058.689941
10/05/2016,2084.389893
11/05/2016,2064.459961
12/05/2016,2064.110107
13/05/2016,2046.609985
16/05/2016,2066.659912
17/05/2016,2047.209961
18/05/2016,2047.630005
19/05/2016,2040.040039
20/05/2016,2052.320068
23/05/2016,2048.040039
24/05/2016,2076.060059
25/05/2016,2090.540039
26/05/2016,2090.100098
27/05/2016,2099.060059
31/05/2016,2096.949951
1/06/2016,2099.330078
2/06/2016,2105.26001
3/06/2016,2099.129883
6/06/2016,2109.409912
7/06/2016,2112.129883
8/06/2016,2119.120117
9/06/2016,2115.47998
10/06/2016,2096.070068
13/06/2016,2079.060059
14/06/2016,2075.320068
15/06/2016,2071.5
16/06/2016,2077.98999
17/06/2016,2071.219971
20/06/2016,2083.25
21/06/2016,2088.899902
22/06/2016,2085.449951
23/06/2016,2113.320068
24/06/2016,2037.410034
27/06/2016,2000.540039
28/06/2016,2036.089966
29/06/2016,2070.77002
30/06/2016,2098.860107
1/07/2016,2102.949951
5/07/2016,2088.550049
6/07/2016,2099.72998
7/07/2016,2097.899902
8/07/2016,2129.899902
11/07/2016,2137.159912
12/07/2016,2152.139893
13/07/2016,2152.429932
14/07/2016,2163.75
15/07/2016,2161.73999
18/07/2016,2166.889893
19/07/2016,2163.780029
20/07/2016,2173.02002
21/07/2016,2165.169922
22/07/2016,2175.030029
25/07/2016,2168.47998
26/07/2016,2169.179932
27/07/2016,2166.580078
28/07/2016,2170.060059
29/07/2016,2173.600098
1/08/2016,2170.840088
2/08/2016,2157.030029
3/08/2016,2163.790039
4/08/2016,2164.25
5/08/2016,2182.870117
8/08/2016,2180.889893
9/08/2016,2181.73999
10/08/2016,2175.48999
11/08/2016,2185.790039
12/08/2016,2184.050049
15/08/2016,2190.149902
16/08/2016,2178.149902
17/08/2016,2182.219971
18/08/2016,2187.02002
19/08/2016,2183.870117
22/08/2016,2182.639893
23/08/2016,2186.899902
24/08/2016,2175.439941
25/08/2016,2172.469971
26/08/2016,2169.040039
29/08/2016,2180.379883
30/08/2016,2176.120117
31/08/2016,2170.949951
1/09/2016,2170.860107
2/09/2016,2179.97998
6/09/2016,2186.47998
7/09/2016,2186.159912
8/09/2016,2181.300049
9/09/2016,2127.810059
12/09/2016,2159.040039
13/09/2016,2127.02002
14/09/2016,2125.77002
15/09/2016,2147.26001
16/09/2016,2139.159912
19/09/2016,2139.120117
20/09/2016,2139.76001
21/09/2016,2163.120117
22/09/2016,2177.179932
23/09/2016,2164.689941
26/09/2016,2146.100098
27/09/2016,2159.929932
28/09/2016,2171.370117
29/09/2016,2151.129883
30/09/2016,2168.27002
3/10/2016,2161.199951
4/10/2016,2150.48999
5/10/2016,2159.72998
6/10/2016,2160.77002
7/10/2016,2153.73999
10/10/2016,2163.659912
11/10/2016,2136.72998
12/10/2016,2139.179932
13/10/2016,2132.550049
14/10/2016,2132.97998
17/10/2016,2126.5
18/10/2016,2139.600098
19/10/2016,2144.290039
20/10/2016,2141.340088
21/10/2016,2141.159912
24/10/2016,2151.330078
25/10/2016,2143.159912
26/10/2016,2139.429932
27/10/2016,2133.040039
28/10/2016,2126.409912
31/10/2016,2126.149902
1/11/2016,2111.719971
2/11/2016,2097.939941
3/11/2016,2088.659912
4/11/2016,2085.179932
7/11/2016,2131.52002
8/11/2016,2139.560059
9/11/2016,2163.26001
10/11/2016,2167.47998
11/11/2016,2164.449951
14/11/2016,2164.199951
15/11/2016,2180.389893
16/11/2016,2176.939941
17/11/2016,2187.120117
18/11/2016,2181.899902
21/11/2016,2198.179932
22/11/2016,2202.939941
23/11/2016,2204.719971
25/11/2016,2213.350098
28/11/2016,2201.719971
29/11/2016,2204.659912
30/11/2016,2198.810059
1/12/2016,2191.080078
2/12/2016,2191.949951
5/12/2016,2204.709961
6/12/2016,2212.22998
7/12/2016,2241.350098
8/12/2016,2246.189941
9/12/2016,2259.530029
12/12/2016,2256.959961
13/12/2016,2271.719971
14/12/2016,2253.280029
15/12/2016,2262.030029
16/12/2016,2258.070068
19/12/2016,2262.530029
20/12/2016,2270.76001
21/12/2016,2265.179932
22/12/2016,2260.959961
23/12/2016,2263.790039
27/12/2016,2268.879883
28/12/2016,2249.919922
29/12/2016,2249.26001
30/12/2016,2238.830078
3/01/2017,2257.830078
4/01/2017,2270.75
5/01/2017,2269
6/01/2017,2276.97998
9/01/2017,2268.899902
10/01/2017,2268.899902
11/01/2017,2275.320068
12/01/2017,2270.439941
13/01/2017,2274.639893
17/01/2017,2267.889893
18/01/2017,2271.889893
19/01/2017,2263.689941
20/01/2017,2271.310059
23/01/2017,2265.199951
24/01/2017,2280.070068
25/01/2017,2298.370117
26/01/2017,2296.679932
27/01/2017,2294.689941
30/01/2017,2280.899902
31/01/2017,2278.870117
1/02/2017,2279.550049
2/02/2017,2280.850098
3/02/2017,2297.419922
6/02/2017,2292.560059
7/02/2017,2293.080078
8/02/2017,2294.669922
9/02/2017,2307.870117
10/02/2017,2316.100098
13/02/2017,2328.25
14/02/2017,2337.580078
15/02/2017,2349.25
16/02/2017,2347.219971
17/02/2017,2351.159912
21/02/2017,2365.379883
22/02/2017,2362.820068
23/02/2017,2363.810059
24/02/2017,2367.340088
27/02/2017,2369.75
28/02/2017,2363.639893
1/03/2017,2395.959961
2/03/2017,2381.919922
3/03/2017,2383.120117
6/03/2017,2375.310059
7/03/2017,2368.389893
8/03/2017,2362.97998
9/03/2017,2364.870117
10/03/2017,2372.600098
13/03/2017,2373.469971
14/03/2017,2365.449951
15/03/2017,2385.26001
16/03/2017,2381.379883
17/03/2017,2378.25
20/03/2017,2373.469971
21/03/2017,2344.02002
22/03/2017,2348.449951
23/03/2017,2345.959961
24/03/2017,2343.97998
27/03/2017,2341.590088
28/03/2017,2358.570068
29/03/2017,2361.129883
30/03/2017,2368.060059
31/03/2017,2362.719971
3/04/2017,2358.840088
4/04/2017,2360.159912
5/04/2017,2352.949951
6/04/2017,2357.48999
7/04/2017,2355.540039
10/04/2017,2357.159912
11/04/2017,2353.780029
12/04/2017,2344.929932
13/04/2017,2328.949951
17/04/2017,2349.01001
18/04/2017,2342.189941
19/04/2017,2338.169922
20/04/2017,2355.840088
21/04/2017,2348.689941
24/04/2017,2374.149902
25/04/2017,2388.610107
26/04/2017,2387.449951
27/04/2017,2388.77002
28/04/2017,2384.199951
1/05/2017,2388.330078
2/05/2017,2391.169922
3/05/2017,2388.129883
4/05/2017,2389.52002
5/05/2017,2399.290039
8/05/2017,2399.379883
9/05/2017,2396.919922
10/05/2017,2399.629883
11/05/2017,2394.439941
12/05/2017,2390.899902
15/05/2017,2402.320068
16/05/2017,2400.669922
17/05/2017,2357.030029
18/05/2017,2365.719971
19/05/2017,2381.72998
22/05/2017,2394.02002
23/05/2017,2398.419922
24/05/2017,2404.389893
25/05/2017,2415.070068
26/05/2017,2415.820068
30/05/2017,2412.909912
31/05/2017,2411.800049
1/06/2017,2430.060059
2/06/2017,2439.070068
5/06/2017,2436.100098
6/06/2017,2429.330078
7/06/2017,2433.139893
8/06/2017,2433.790039
9/06/2017,2431.77002
12/06/2017,2429.389893
13/06/2017,2440.350098
14/06/2017,2437.919922
15/06/2017,2432.459961
16/06/2017,2433.149902
19/06/2017,2453.459961
20/06/2017,2437.030029
21/06/2017,2435.610107
22/06/2017,2434.5
23/06/2017,2438.300049
26/06/2017,2439.070068
27/06/2017,2419.379883
28/06/2017,2440.689941
29/06/2017,2419.699951
30/06/2017,2423.409912
3/07/2017,2429.01001
5/07/2017,2432.540039
6/07/2017,2409.75
7/07/2017,2425.179932
10/07/2017,2427.429932
11/07/2017,2425.530029
12/07/2017,2443.25
13/07/2017,2447.830078
14/07/2017,2459.27002
17/07/2017,2459.139893
18/07/2017,2460.610107
19/07/2017,2473.830078
20/07/2017,2473.449951
21/07/2017,2472.540039
24/07/2017,2469.909912
25/07/2017,2477.129883
26/07/2017,2477.830078
27/07/2017,2475.419922
28/07/2017,2472.100098
31/07/2017,2470.300049
1/08/2017,2476.350098
2/08/2017,2477.570068
3/08/2017,2472.159912
4/08/2017,2476.830078
7/08/2017,2480.909912
8/08/2017,2474.919922
9/08/2017,2474.02002
